tz-dodoma,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,765000,765000,identity,Not directly derived from current DHS microdata.
tz-dodoma,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,27100,27100,identity,Not directly derived from current DHS microdata.
tz-dodoma,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,445.00,445.00,identity,Not directly derived from current DHS microdata.
tz-arusha,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Arusha Rural (Monduli),Arusha Rural (Monduli),identity,Not directly derived from current DHS microdata.
tz-arusha,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Tanzania,Tanzania,identity,Not directly derived from current DHS microdata.
tz-arusha,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Northern,Northern,identity,Not directly derived from current DHS microdata.
tz-arusha,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-3.3869,-3.3869,identity,Not directly derived from current DHS microdata.
tz-arusha,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,36.6830,36.6830,identity,Not directly derived from current DHS microdata.
tz-arusha,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,620000,620000,identity,Not directly derived from current DHS microdata.
tz-arusha,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,21500,21500,identity,Not directly derived from current DHS microdata.
tz-arusha,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,462.00,462.00,identity,Not directly derived from current DHS microdata.
tz-morogoro,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Morogoro Rural (Kilosa),Morogoro Rural (Kilosa),identity,Not directly derived from current DHS microdata.
tz-morogoro,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Tanzania,Tanzania,identity,Not directly derived from current DHS microdata.
tz-morogoro,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Eastern,Eastern,identity,Not directly derived from current DHS microdata.
tz-morogoro,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-6.8278,-6.8278,identity,Not directly derived from current DHS microdata.
tz-morogoro,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,37.6591,37.6591,identity,Not directly derived from current DHS microdata.
tz-morogoro,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,710000,710000,identity,Not directly derived from current DHS microdata.
tz-morogoro,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,25900,25900,identity,Not directly derived from current DHS microdata.
tz-morogoro,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,508.00,508.00,identity,Not directly derived from current DHS microdata.
ug-gulu,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Gulu District,Gulu District,identity,Not directly derived from current DHS microdata.
ug-gulu,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Uganda,Uganda,identity,Not directly derived from current DHS microdata.
ug-gulu,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Northern Acholi,Northern Acholi,identity,Not directly derived from current DHS microdata.
ug-gulu,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,2.7747,2.7747,identity,Not directly derived from current DHS microdata.
ug-gulu,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,32.2990,32.2990,identity,Not directly derived from current DHS microdata.
ug-gulu,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,460000,460000,identity,Not directly derived from current DHS microdata.
ug-gulu,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,18400,18400,identity,Not directly derived from current DHS microdata.
ug-gulu,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,440.00,440.00,identity,Not directly derived from current DHS microdata.
ug-arua,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Arua District,Arua District,identity,Not directly derived from current DHS microdata.
ug-arua,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Uganda,Uganda,identity,Not directly derived from current DHS microdata.
ug-arua,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,West Nile,West Nile,identity,Not directly derived from current DHS microdata.
ug-arua,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,3.0303,3.0303,identity,Not directly derived from current DHS microdata.
ug-arua,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,30.9073,30.9073,identity,Not directly derived from current DHS microdata.
ug-arua,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,580000,580000,identity,Not directly derived from current DHS microdata.
ug-arua,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,23200,23200,identity,Not directly derived from current DHS microdata.
ug-arua,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,512.00,512.00,identity,Not directly derived from current DHS microdata.
ug-moroto,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Moroto District (Karamoja),Moroto District (Karamoja),identity,Not directly derived from current DHS microdata.
ug-moroto,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Uganda,Uganda,identity,Not directly derived from current DHS microdata.
ug-moroto,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Karamoja,Karamoja,identity,Not directly derived from current DHS microdata.
ug-moroto,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,2.5345,2.5345,identity,Not directly derived from current DHS microdata.
ug-moroto,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,34.6666,34.6666,identity,Not directly derived from current DHS microdata.
ug-moroto,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,135000,135000,identity,Not directly derived from current DHS microdata.
ug-moroto,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,5800,5800,identity,Not directly derived from current DHS microdata.
ug-moroto,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,690.00,690.00,identity,Not directly derived from current DHS microdata.
ug-jinja,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Jinja District,Jinja District,identity,Not directly derived from current DHS microdata.
ug-jinja,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Uganda,Uganda,identity,Not directly derived from current DHS microdata.
ug-jinja,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Eastern Busoga,Eastern Busoga,identity,Not directly derived from current DHS microdata.
ug-jinja,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,0.4479,0.4479,identity,Not directly derived from current DHS microdata.
ug-jinja,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,33.2026,33.2026,identity,Not directly derived from current DHS microdata.
ug-jinja,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,520000,520000,identity,Not directly derived from current DHS microdata.
ug-jinja,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,19800,19800,identity,Not directly derived from current DHS microdata.
ug-jinja,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,388.00,388.00,identity,Not directly derived from current DHS microdata.
ug-mbarara,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Mbarara District,Mbarara District,identity,Not directly derived from current DHS microdata.
ug-mbarara,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Uganda,Uganda,identity,Not directly derived from current DHS microdata.
ug-mbarara,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Western Ankole,Western Ankole,identity,Not directly derived from current DHS microdata.
ug-mbarara,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-0.6072,-0.6072,identity,Not directly derived from current DHS microdata.
ug-mbarara,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,30.6545,30.6545,identity,Not directly derived from current DHS microdata.
ug-mbarara,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,490000,490000,identity,Not directly derived from current DHS microdata.
ug-mbarara,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,18100,18100,identity,Not directly derived from current DHS microdata.
ug-mbarara,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,375.00,375.00,identity,Not directly derived from current DHS microdata.
gh-northern,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Tamale Metro & Sagnarigu,Tamale Metro & Sagnarigu,identity,Not directly derived from current DHS microdata.
gh-northern,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ghana,Ghana,identity,Not directly derived from current DHS microdata.
gh-northern,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Northern,Northern,identity,Not directly derived from current DHS microdata.
gh-northern,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,9.4008,9.4008,identity,Not directly derived from current DHS microdata.
gh-northern,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-0.8393,-0.8393,identity,Not directly derived from current DHS microdata.
gh-northern,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,620000,620000,identity,Not directly derived from current DHS microdata.
gh-northern,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,21000,21000,identity,Not directly derived from current DHS microdata.
gh-northern,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,420.00,420.00,identity,Not directly derived from current DHS microdata.
gh-upper-east,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Bolgatanga & Bongo,Bolgatanga & Bongo,identity,Not directly derived from current DHS microdata.
gh-upper-east,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ghana,Ghana,identity,Not directly derived from current DHS microdata.
gh-upper-east,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Upper East,Upper East,identity,Not directly derived from current DHS microdata.
gh-upper-east,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,10.7856,10.7856,identity,Not directly derived from current DHS microdata.
gh-upper-east,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-0.8514,-0.8514,identity,Not directly derived from current DHS microdata.
gh-upper-east,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,410000,410000,identity,Not directly derived from current DHS microdata.
gh-upper-east,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,13900,13900,identity,Not directly derived from current DHS microdata.
gh-upper-east,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,448.00,448.00,identity,Not directly derived from current DHS microdata.
gh-volta,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ho Municipal & Central,Ho Municipal & Central,identity,Not directly derived from current DHS microdata.
gh-volta,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ghana,Ghana,identity,Not directly derived from current DHS microdata.
gh-volta,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Volta,Volta,identity,Not directly derived from current DHS microdata.
gh-volta,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,6.6108,6.6108,identity,Not directly derived from current DHS microdata.
gh-volta,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,0.4786,0.4786,identity,Not directly derived from current DHS microdata.
gh-volta,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,360000,360000,identity,Not directly derived from current DHS microdata.
gh-volta,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,11200,11200,identity,Not directly derived from current DHS microdata.
gh-volta,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,355.00,355.00,identity,Not directly derived from current DHS microdata.
gh-ashanti,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kumasi Metro,Kumasi Metro,identity,Not directly derived from current DHS microdata.
gh-ashanti,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ghana,Ghana,identity,Not directly derived from current DHS microdata.
gh-ashanti,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ashanti,Ashanti,identity,Not directly derived from current DHS microdata.
gh-ashanti,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,6.6885,6.6885,identity,Not directly derived from current DHS microdata.
gh-ashanti,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-1.6244,-1.6244,identity,Not directly derived from current DHS microdata.
gh-ashanti,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,2800000,2800000,identity,Not directly derived from current DHS microdata.
gh-ashanti,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,84000,84000,identity,Not directly derived from current DHS microdata.
gh-ashanti,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,295.00,295.00,identity,Not directly derived from current DHS microdata.
gh-accra,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Greater Accra East,Greater Accra East,identity,Not directly derived from current DHS microdata.
gh-accra,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ghana,Ghana,identity,Not directly derived from current DHS microdata.
gh-accra,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Greater Accra,Greater Accra,identity,Not directly derived from current DHS microdata.
gh-accra,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,5.6037,5.6037,identity,Not directly derived from current DHS microdata.
gh-accra,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-0.1870,-0.1870,identity,Not directly derived from current DHS microdata.
gh-accra,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,3400000,3400000,identity,Not directly derived from current DHS microdata.
gh-accra,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,98000,98000,identity,Not directly derived from current DHS microdata.
gh-accra,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,260.00,260.00,identity,Not directly derived from current DHS microdata.
et-somali,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Jigjiga Zone & Godey,Jigjiga Zone & Godey,identity,Not directly derived from current DHS microdata.
et-somali,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ethiopia,Ethiopia,identity,Not directly derived from current DHS microdata.
et-somali,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Somali,Somali,identity,Not directly derived from current DHS microdata.
et-somali,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,9.3533,9.3533,identity,Not directly derived from current DHS microdata.
et-somali,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,42.7950,42.7950,identity,Not directly derived from current DHS microdata.
et-somali,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,1100000,1100000,identity,Not directly derived from current DHS microdata.
et-somali,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,41800,41800,identity,Not directly derived from current DHS microdata.
et-somali,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,685.00,685.00,identity,Not directly derived from current DHS microdata.
et-afar,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Awash & Semera Zone,Awash & Semera Zone,identity,Not directly derived from current DHS microdata.
et-afar,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ethiopia,Ethiopia,identity,Not directly derived from current DHS microdata.
et-afar,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Afar,Afar,identity,Not directly derived from current DHS microdata.
et-afar,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,11.7925,11.7925,identity,Not directly derived from current DHS microdata.
et-afar,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,41.0089,41.0089,identity,Not directly derived from current DHS microdata.
et-afar,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,620000,620000,identity,Not directly derived from current DHS microdata.
et-afar,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,23500,23500,identity,Not directly derived from current DHS microdata.
et-afar,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,710.00,710.00,identity,Not directly derived from current DHS microdata.
et-oromia,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,East Shewa (Adama),East Shewa (Adama),identity,Not directly derived from current DHS microdata.
et-oromia,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ethiopia,Ethiopia,identity,Not directly derived from current DHS microdata.
et-oromia,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Oromia,Oromia,identity,Not directly derived from current DHS microdata.
et-oromia,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,8.5414,8.5414,identity,Not directly derived from current DHS microdata.
et-oromia,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,39.2689,39.2689,identity,Not directly derived from current DHS microdata.
et-oromia,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,1750000,1750000,identity,Not directly derived from current DHS microdata.
et-oromia,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,57700,57700,identity,Not directly derived from current DHS microdata.
et-oromia,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,430.00,430.00,identity,Not directly derived from current DHS microdata.
et-amhara,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,West Gojjam (Bahir Dar),West Gojjam (Bahir Dar),identity,Not directly derived from current DHS microdata.
et-amhara,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ethiopia,Ethiopia,identity,Not directly derived from current DHS microdata.
et-amhara,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Amhara,Amhara,identity,Not directly derived from current DHS microdata.
et-amhara,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,11.5936,11.5936,identity,Not directly derived from current DHS microdata.
et-amhara,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,37.3908,37.3908,identity,Not directly derived from current DHS microdata.
et-amhara,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,1600000,1600000,identity,Not directly derived from current DHS microdata.
et-amhara,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,51200,51200,identity,Not directly derived from current DHS microdata.
et-amhara,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,455.00,455.00,identity,Not directly derived from current DHS microdata.
et-tigray,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Central Tigray (Mekelle),Central Tigray (Mekelle),identity,Not directly derived from current DHS microdata.
et-tigray,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Ethiopia,Ethiopia,identity,Not directly derived from current DHS microdata.
et-tigray,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Tigray,Tigray,identity,Not directly derived from current DHS microdata.
et-tigray,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,13.4967,13.4967,identity,Not directly derived from current DHS microdata.
et-tigray,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,39.4767,39.4767,identity,Not directly derived from current DHS microdata.
et-tigray,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,950000,950000,identity,Not directly derived from current DHS microdata.
et-tigray,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,29500,29500,identity,Not directly derived from current DHS microdata.
et-tigray,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,490.00,490.00,identity,Not directly derived from current DHS microdata.
ke-garissa,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.655,0.655,identity,Not directly derived from current DHS microdata.
ke-turkana,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.794,0.794,identity,Not directly derived from current DHS microdata.
ke-kilifi,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.542,0.542,identity,Not directly derived from current DHS microdata.
ke-kisumu,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.39799999999999996,0.39799999999999996,identity,Not directly derived from current DHS microdata.
ke-kakamega,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.49200000000000005,0.49200000000000005,identity,Not directly derived from current DHS microdata.
tz-mwanza,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.48,0.48,identity,Not directly derived from current DHS microdata.
tz-kigoma,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.586,0.586,identity,Not directly derived from current DHS microdata.
tz-dodoma,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.365,0.365,identity,Not directly derived from current DHS microdata.
tz-arusha,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.41200000000000003,0.41200000000000003,identity,Not directly derived from current DHS microdata.
tz-morogoro,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.465,0.465,identity,Not directly derived from current DHS microdata.
ug-gulu,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.47,0.47,identity,Not directly derived from current DHS microdata.
ug-arua,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.55,0.55,identity,Not directly derived from current DHS microdata.
ug-moroto,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.742,0.742,identity,Not directly derived from current DHS microdata.
ug-jinja,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.31,0.31,identity,Not directly derived from current DHS microdata.
ug-mbarara,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.285,0.285,identity,Not directly derived from current DHS microdata.
gh-northern,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.38,0.38,identity,Not directly derived from current DHS microdata.
gh-upper-east,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.445,0.445,identity,Not directly derived from current DHS microdata.
gh-volta,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.26,0.26,identity,Not directly derived from current DHS microdata.
gh-ashanti,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.165,0.165,identity,Not directly derived from current DHS microdata.
gh-accra,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.12,0.12,identity,Not directly derived from current DHS microdata.
et-somali,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.62,0.62,identity,Not directly derived from current DHS microdata.
et-afar,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.68,0.68,identity,Not directly derived from current DHS microdata.
et-oromia,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.34,0.34,identity,Not directly derived from current DHS microdata.
et-amhara,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.385,0.385,identity,Not directly derived from current DHS microdata.
et-tigray,poverty_rate,MODEL_INPUT,pre_hybrid_phase_2_1/maternal_health_context.csv,retained structured model input,0.46,0.46,identity,Not directly derived from current DHS microdata.
ke-garissa,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.10,1.10,identity,Not directly derived from current DHS microdata.
ke-garissa,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.42,0.42,identity,Not directly derived from current DHS microdata.
ke-garissa,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.68,0.68,identity,Not directly derived from current DHS microdata.
